city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target
0.843,9,Full time course,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.698,1,Full time course,No relevent experience,Graduate,Other,Business Degree,0.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.897,19,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,NGO,STEM,1.0
0.897,19,No enrollment,No relevent experience,Phd,NGO,Humanities,0.0
0.624,4,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.878,11,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.939,5,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,1,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,1,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.64,3,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,<1,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0
0.92,1,No enrollment,No relevent experience,Graduate,Public Sector,Humanities,0.0
0.926,>20,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.74,2,Other,Has relevent experience,Phd,Other,Humanities,0.0
0.92,2,No enrollment,Has relevent experience,Graduate,Early Stage Startup,Humanities,0.0
0.897,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.926,6,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0
0.897,7,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,No relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.512,2,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,13,No enrollment,Has relevent experience,Primary School,Early Stage Startup,Non Degree,0.0
0.92,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,6,No enrollment,Has relevent experience,Graduate,Other,Humanities,0.0
0.624,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.7879999999999999,14,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.682,>20,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.897,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.836,6,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.926,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.926,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.836,19,No enrollment,Has relevent experience,Masters,Public Sector,STEM,0.0
0.92,7,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.794,3,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,1.0
0.698,16,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,5,No enrollment,No relevent experience,Other,Other,Non Degree,0.0
0.92,9,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,9,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.624,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,3,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.939,12,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,<1,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.926,3,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.926,10,Other,Has relevent experience,Masters,Other,Other,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,11,No enrollment,No relevent experience,Masters,Pvt Ltd,Business Degree,0.0
0.91,1,Full time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.754,3,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,10,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0
0.939,5,Part time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.743,7,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0
0.939,4,No enrollment,Has relevent experience,Masters,Pvt Ltd,Business Degree,0.0
0.527,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.915,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Arts,0.0
0.579,4,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.754,19,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.527,9,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,1.0
0.939,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0
0.698,5,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.802,9,Full time course,No relevent experience,Graduate,Other,Humanities,0.0
0.91,4,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.624,5,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.926,15,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,1.0
0.913,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.926,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.74,<1,Full time course,Has relevent experience,High School,Other,Non Degree,1.0
0.893,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.4479999999999999,4,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.92,17,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.624,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.804,6,Other,Has relevent experience,Graduate,Other,STEM,0.0
0.91,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.698,9,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.624,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.926,2,Part time course,No relevent experience,High School,Pvt Ltd,Non Degree,1.0
0.92,7,Part time course,Has relevent experience,Graduate,Other,STEM,0.0
0.926,9,Full time course,Has relevent experience,Graduate,Other,STEM,0.0
0.897,14,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.895,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,2,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.91,7,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.926,8,Part time course,No relevent experience,Masters,NGO,STEM,0.0
0.91,4,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,8,No enrollment,Has relevent experience,Graduate,NGO,No Major,0.0
0.624,4,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0
0.624,3,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.624,2,Full time course,No relevent experience,Other,Other,Non Degree,0.0
0.754,10,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0
0.91,14,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0
0.884,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,3,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.804,12,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,2,No enrollment,Has relevent experience,Graduate,Funded Startup,No Major,0.0
0.939,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.926,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.762,3,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.754,1,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.878,5,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.899,17,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.55,6,Full time course,Has relevent experience,Graduate,Other,STEM,1.0
0.6890000000000001,6,Part time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.624,5,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.698,16,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.754,15,Part time course,Has relevent experience,Graduate,Funded Startup,STEM,1.0
0.92,3,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.698,>20,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.55,18,Full time course,Has relevent experience,Graduate,Other,STEM,1.0
0.624,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.493,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.91,8,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.893,5,No enrollment,Has relevent experience,Primary School,Pvt Ltd,Non Degree,1.0
0.92,<1,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,13,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.762,5,No enrollment,Has relevent experience,Masters,Public Sector,STEM,1.0
0.698,2,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,10,Full time course,No relevent experience,High School,Early Stage Startup,Non Degree,0.0
0.884,4,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.913,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.92,7,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0
0.926,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.682,5,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.878,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.691,10,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.92,19,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0
0.698,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,4,No enrollment,No relevent experience,Graduate,Other,Business Degree,1.0
0.91,19,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.843,17,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.939,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,3,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0
0.939,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0
0.897,9,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,5,Full time course,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.647,2,Part time course,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.624,6,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.92,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,No relevent experience,Phd,Pvt Ltd,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Graduate,NGO,Arts,0.0
0.92,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,5,Full time course,Has relevent experience,Graduate,Early Stage Startup,Other,1.0
0.91,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,2,No enrollment,Has relevent experience,Graduate,Funded Startup,Arts,0.0
0.939,6,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,1.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,15,No enrollment,No relevent experience,Graduate,Other,STEM,0.0
0.698,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,8,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.92,4,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0
0.91,11,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.743,11,Part time course,Has relevent experience,Graduate,Other,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.899,6,Part time course,No relevent experience,Graduate,Other,No Major,0.0
0.884,>20,No enrollment,No relevent experience,Phd,NGO,STEM,0.0
0.698,3,No enrollment,No relevent experience,High School,Other,Non Degree,1.0
0.865,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.804,3,No enrollment,No relevent experience,Graduate,Other,Other,1.0
0.92,7,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,NGO,STEM,1.0
0.624,10,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.895,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.887,>20,No enrollment,Has relevent experience,Masters,Other,Business Degree,0.0
0.624,6,Full time course,Has relevent experience,Graduate,Other,STEM,1.0
0.91,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.8270000000000001,10,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.923,1,No enrollment,No relevent experience,Masters,Other,Humanities,1.0
0.92,7,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0
0.738,17,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.6890000000000001,2,Part time course,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.624,4,Full time course,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0
0.624,12,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,7,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.762,13,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Other,Humanities,1.0
0.624,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.897,6,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.92,17,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,1.0
0.878,8,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0
0.92,20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.903,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.897,>20,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.6890000000000001,8,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0
0.92,2,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.926,19,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.92,5,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.924,5,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.897,5,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.91,10,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.92,>20,Full time course,Has relevent experience,Graduate,Other,STEM,0.0
0.92,5,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,2,Full time course,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.939,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.527,3,Full time course,Has relevent experience,Graduate,Other,STEM,1.0
0.887,>20,Full time course,Has relevent experience,Graduate,Other,STEM,1.0
0.762,3,No enrollment,No relevent experience,Graduate,Other,STEM,1.0
0.624,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.939,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.939,13,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,3,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,5,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.887,4,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.939,1,Full time course,No relevent experience,Masters,Other,STEM,0.0
0.91,18,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.926,20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.762,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,10,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.865,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,Business Degree,0.0
0.92,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.693,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.925,17,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.91,11,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,0.0
0.926,6,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.924,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.939,7,No enrollment,Has relevent experience,High School,Public Sector,Non Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,8,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.754,2,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.848,2,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.8270000000000001,<1,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.836,2,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.698,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.762,19,Part time course,Has relevent experience,Masters,Other,STEM,1.0
0.802,12,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.74,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,16,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0
0.698,5,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.897,10,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.624,6,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.764,11,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.89,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,5,No enrollment,No relevent experience,Graduate,Pvt Ltd,Arts,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Other,STEM,1.0
0.624,3,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.89,14,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.926,6,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.804,10,No enrollment,No relevent experience,Graduate,Pvt Ltd,Arts,1.0
0.691,2,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.91,8,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.926,11,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.7759999999999999,2,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,2,Full time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.92,9,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0
0.4479999999999999,4,Full time course,No relevent experience,Masters,Pvt Ltd,STEM,1.0
0.624,4,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.698,4,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.92,2,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.5579999999999999,1,No enrollment,No relevent experience,Graduate,Other,STEM,0.0
0.92,14,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.527,4,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.698,16,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.92,>20,No enrollment,No relevent experience,Graduate,Other,STEM,0.0
0.91,>20,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.836,15,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.624,8,No enrollment,Has relevent experience,Masters,NGO,STEM,1.0
0.92,4,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.789,3,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,2,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.925,7,Full time course,No relevent experience,Graduate,Other,STEM,1.0
0.92,6,Full time course,Has relevent experience,High School,Public Sector,Non Degree,0.0
0.848,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,10,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.743,5,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0
0.91,5,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.855,13,No enrollment,Has relevent experience,Masters,Other,STEM,0.0
0.913,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.92,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,4,No enrollment,Has relevent experience,Graduate,Other,Other,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.855,2,No enrollment,Has relevent experience,Masters,Other,Humanities,0.0
0.92,3,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.913,>20,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,4,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.855,11,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.92,>20,No enrollment,Has relevent experience,Masters,Public Sector,STEM,0.0
0.884,5,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.55,5,Full time course,No relevent experience,High School,Other,Non Degree,0.0
0.624,9,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.92,12,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.762,9,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.884,3,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.926,15,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,6,No enrollment,No relevent experience,High School,Other,Non Degree,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Other,Other,0.0
0.926,15,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.92,15,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.8959999999999999,>20,No enrollment,Has relevent experience,Phd,Other,STEM,0.0
0.92,19,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.92,>20,No enrollment,No relevent experience,Phd,NGO,STEM,0.0
0.939,10,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.92,16,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0
0.92,14,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.624,10,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.913,7,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.939,6,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0
0.847,10,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.55,5,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.92,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.754,5,Full time course,No relevent experience,High School,Other,Non Degree,1.0
0.6890000000000001,19,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.91,3,Full time course,No relevent experience,High School,Early Stage Startup,Non Degree,0.0
0.624,7,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0
0.624,11,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0
0.91,>20,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0
0.754,13,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.767,3,Full time course,No relevent experience,Graduate,Early Stage Startup,STEM,0.0
0.624,5,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.865,18,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.624,>20,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0
0.92,15,Other,Has relevent experience,Masters,Other,STEM,0.0
0.843,4,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.92,4,Full time course,No relevent experience,Graduate,Other,STEM,0.0
0.926,14,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0
0.899,5,Part time course,Has relevent experience,Graduate,Public Sector,STEM,0.0
0.92,7,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0
0.743,14,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0
0.939,4,No enrollment,Has relevent experience,Graduate,Funded Startup,Humanities,0.0
0.939,>20,No enrollment,No relevent experience,Masters,Other,Other,0.0
